"start","end","text","speaker"
"8043180","8044320"," believing it contains","Jake Brancatella"
"8044320","8045420"," only paper and ink","Jake Brancatella"
"8045420","8047020"," they display reverence","Jake Brancatella"
"8047020","8047520"," for the Quran","Jake Brancatella"
"8047520","8048400"," and gather","Jake Brancatella"
"8048400","8049200"," to recite it","Jake Brancatella"
"8049200","8050040"," in assemblies","Jake Brancatella"
"8050040","8051160"," and condolences","Jake Brancatella"
"8051160","8052300"," believing it to be","Jake Brancatella"
"8052300","8053540"," Gabriel's composition","Jake Brancatella"
"8053540","8054240"," and expression","Jake Brancatella"
"8054240","8055280"," meaning they believe","Jake Brancatella"
"8055280","8055900"," that the Quran","Jake Brancatella"
"8055900","8056740"," is the speech","Jake Brancatella"
"8056740","8058280"," of Jibreel alayhis salam","Jake Brancatella"
"8058280","8059120"," or some of them","Jake Brancatella"
"8059120","8060020"," believe it's the speech","Jake Brancatella"
"8060020","8060460"," of the prophet","Jake Brancatella"
"8060460","8061460"," Muhammad peace be upon him","Jake Brancatella"
"8061460","8062360"," they don't believe","Jake Brancatella"
"8062360","8062940"," that it's","Jake Brancatella"
"8062940","8063600"," kalamullah","Jake Brancatella"
"8063600","8064820"," khair makhluq","Jake Brancatella"
"8064820","8065360"," uncreated","Jake Brancatella"
"8065360","8066440"," they believe that","Jake Brancatella"
"8066440","8067220"," his prophethood","Jake Brancatella"
"8067220","8068460"," and his messengership","Jake Brancatella"
"8068460","8069640"," ended with his death","Jake Brancatella"
"8069640","8070980"," and that he is no longer","Jake Brancatella"
"8070980","8071860"," the messenger of Allah","Jake Brancatella"
"8071860","8073040"," rather he was","Jake Brancatella"
"8073040","8074140"," the messenger of Allah","Jake Brancatella"
"8074140","8075160"," during his lifetime","Jake Brancatella"
"8075160","8077160"," the reality of their belief","Jake Brancatella"
"8077160","8078060"," meaning the Asharis","Jake Brancatella"
"8078060","8079140"," this is Ibn Qudama","Jake Brancatella"
"8079140","8080700"," not some crazy Wahabi","Jake Brancatella"
"8080700","8081860"," not Sheikh","Jake Brancatella"
"8081860","8083420"," Muhammad Ibn Abdul Wahab","Jake Brancatella"
"8083420","8085000"," the reality of their belief","Jake Brancatella"
"8085000","8085540"," the Asharis","Jake Brancatella"
"8085540","8087400"," is that there is no God","Jake Brancatella"
"8087400","8087920"," in the heaven","Jake Brancatella"
"8087920","8089760"," no Quran on earth","Jake Brancatella"
"8089760","8090980"," and that Muhammad","Jake Brancatella"
"8090980","8091760"," alayhis salam","Jake Brancatella"
"8091760","8094160"," is not the messenger of Allah","Jake Brancatella"
"8094160","8095980"," among all the sects","Jake Brancatella"
"8095980","8096480"," of innovation","Jake Brancatella"
"8096480","8097300"," so he's saying","Jake Brancatella"
"8097300","8099060"," they are an innovative sect Dan","Jake Brancatella"
"8099060","8100360"," there is none","Jake Brancatella"
"8100360","8101360"," more disingenuous","Jake Brancatella"
"8102120","8102900"," in displaying","Jake Brancatella"
"8102900","8104040"," the opposite","Jake Brancatella"
"8104040","8105100"," of what they believe","Jake Brancatella"
"8105100","8105920"," than them","Jake Brancatella"
"8105920","8107500"," and those who resemble them","Jake Brancatella"
"8107500","8108520"," from the Zanadika","Jake Brancatella"
"8108520","8109740"," it is astonishing","Jake Brancatella"
"8109740","8111020"," that their Imam","Jake Brancatella"
"8111020","8111920"," referring to","Jake Brancatella"
"8111920","8112920"," Abul Hassan al-Ashari","Jake Brancatella"
"8112920","8114600"," who founded this heresy","Jake Brancatella"
"8114600","8115500"," was a man","Jake Brancatella"
"8115500","8116720"," never known","Jake Brancatella"
"8116720","8117580"," for religion","Jake Brancatella"
"8117580","8118400"," or piety","Jake Brancatella"
"8118400","8119680"," nor did he possess","Jake Brancatella"
"8119680","8120920"," any of the sciences","Jake Brancatella"
"8120920","8121820"," of Sharia","Jake Brancatella"
"8121820","8122780"," whatsoever","Jake Brancatella"
"8123360","8125000"," the only knowledge","Jake Brancatella"
"8125000","8126180"," attributed to him","Jake Brancatella"
"8126180","8127700"," was ilm al-karam","Jake Brancatella"
"8127700","8128860"," which is condemned","Jake Brancatella"
"8128860","8130280"," and they acknowledge","Jake Brancatella"
"8130280","8131180"," that he adhered","Jake Brancatella"
"8131180","8132520"," to ma'tazalism","Jake Brancatella"
"8132520","8133720"," for 40 years","Jake Brancatella"
"8133720","8134820"," before he revealed","Jake Brancatella"
"8134820","8135550"," his disassociation","Jake Brancatella"
"8136140","8136480"," from it","Jake Brancatella"
"8136480","8137660"," so there's no question","Jake Brancatella"
"8137660","8138560"," about who he's talking about","Jake Brancatella"
"8138560","8139260"," he's talking about","Jake Brancatella"
"8139260","8139840"," al-Ashari","Jake Brancatella"
"8139840","8141240"," yet nothing","Jake Brancatella"
"8141240","8142240"," appeared from him","Jake Brancatella"
"8142240","8143160"," after repentance","Jake Brancatella"
"8143160","8145060"," except for this heresy","Jake Brancatella"
"8145060","8146560"," so some people accept","Jake Brancatella"
"8146560","8148080"," the repentance","Jake Brancatella"
"8148080","8149700"," of Abul Hassan al-Ashari","Jake Brancatella"
"8149700","8150580"," Ibn Qudama","Jake Brancatella"
"8150580","8151560"," as one of the people","Jake Brancatella"
"8151560","8152060"," who doesn't","Jake Brancatella"
"8152060","8152600"," so","Jake Brancatella"
"8152600","8153920"," how was it perceived","Jake Brancatella"
"8153920","8155020"," in their minds","Jake Brancatella"
"8155020","8155700"," that Allah","Jake Brancatella"
"8155700","8156560"," would not guide","Jake Brancatella"
"8156560","8157960"," to knowledge of truth","Jake Brancatella"
"8157960","8159060"," except his enemy","Jake Brancatella"
"8159060","8160400"," making guidance","Jake Brancatella"
"8160400","8161720"," solely with the one","Jake Brancatella"
"8161720","8162880"," who had no share","Jake Brancatella"
"8162880","8164020"," in the knowledge of Islam","Jake Brancatella"
"8164020","8165380"," or religious virtue","Jake Brancatella"
"8166960","8168380"," and that's the end","Jake Brancatella"
"8168380","8168880"," of the text","Jake Brancatella"
"8168880","8169800"," that I wanted to cite","Jake Brancatella"
"8169800","8171120"," but I want to reiterate","Jake Brancatella"
"8171120","8171700"," something","Jake Brancatella"
"8171700","8172980"," this is not","Jake Brancatella"
"8172980","8174340"," Jake Brancatella's","Jake Brancatella"
"8174340","8174940"," opinion","Jake Brancatella"
"8174940","8176160"," merely my opinion","Jake Brancatella"
"8176160","8177540"," this is the position","Jake Brancatella"
"8177540","8179140"," of Ibn Qudama","Jake Brancatella"
"8179140","8180540"," someone who is seen","Jake Brancatella"
"8180540","8181240"," by the Ash'aris","Jake Brancatella"
"8181240","8181880"," in a good light","Jake Brancatella"
"8181880","8183040"," oh yeah we pretty much","Jake Brancatella"
"8183040","8183680"," agree with him","Jake Brancatella"
"8183680","8184360"," on most things","Jake Brancatella"
"8184360","8185060"," but you know","Jake Brancatella"
"8185060","8186740"," so who's really","Jake Brancatella"
"8186740","8188220"," the real ethity","Jake Brancatella"
"8188220","8189440"," is it Ibn Taymiyyah","Jake Brancatella"
"8189820","8190960"," he went on","Jake Brancatella"
"8190960","8191660"," to criticize","Jake Brancatella"
"8191660","8192700"," Ibn Taymiyyah","Jake Brancatella"
"8192700","8193620"," for supposedly","Jake Brancatella"
"8193620","8194540"," affirming","Jake Brancatella"
"8194540","8195940"," many kufri beliefs","Jake Brancatella"
"8195940","8196500"," I'm going to try","Jake Brancatella"
"8196500","8197360"," to actually get","Jake Brancatella"
"8197360","8197920"," to some of them","Jake Brancatella"
"8197920","8198480"," right now","Jake Brancatella"
"8198480","8199940"," since I have extra time","Jake Brancatella"
"8199940","8200920"," he says that","Jake Brancatella"
"8200920","8201740"," Ibn Taymiyyah","Jake Brancatella"
"8201740","8202879"," held the belief","Jake Brancatella"
"8202879","8204240"," that it was permissible","Jake Brancatella"
"8204240","8205500"," to request money","Jake Brancatella"
"8205500","8206100"," for jinn","Jake Brancatella"
"8206100","8207200"," or things of that nature","Jake Brancatella"
"8207200","8208540"," I already went over that","Jake Brancatella"
"8208540","8209420"," there's a scholarly","Jake Brancatella"
"8209420","8210420"," difference of opinion","Jake Brancatella"
"8210420","8211600"," some scholars say","Jake Brancatella"
"8211600","8212180"," it's haram","Jake Brancatella"
"8212180","8212980"," others say","Jake Brancatella"
"8212980","8213719"," it's permissible","Jake Brancatella"
"8213719","8214700"," none say that","Jake Brancatella"
"8214700","8215480"," it's actually shirk","Jake Brancatella"
"8215480","8216500"," so it doesn't matter","Jake Brancatella"
"8216500","8218379"," he said that","Jake Brancatella"
"8218379","8218900"," Ibn Taymiyyah","Jake Brancatella"
"8218900","8219480"," believed that","Jake Brancatella"
"8219480","8220500"," the material universe","Jake Brancatella"
"8220500","8221240"," is eternal","Jake Brancatella"
"8221240","8222600"," that is a lie","Jake Brancatella"
"8222600","8223680"," from the pit of hell","Jake Brancatella"
"8223680","8224700"," Ibn Taymiyyah","Jake Brancatella"
"8224700","8225780"," did not believe","Jake Brancatella"
"8225780","8226920"," that the universe","Jake Brancatella"
"8226920","8227660"," itself","Jake Brancatella"
"8227660","8228660"," was eternal","Jake Brancatella"
"8228660","8229500"," in fact","Jake Brancatella"
"8229500","8230180"," Daniel","Jake Brancatella"
"8230180","8231340"," in his own speech","Jake Brancatella"
"8231340","8232360"," contradicted that","Jake Brancatella"
"8232360","8232900"," later on","Jake Brancatella"
"8232900","8234299"," where he explicitly said","Jake Brancatella"
"8234299","8235320"," that Ibn Taymiyyah","Jake Brancatella"
"8235320","8236120"," did not believe","Jake Brancatella"
"8236120","8237580"," that any single thing","Jake Brancatella"
"8237580","8238160"," itself","Jake Brancatella"
"8238160","8239459"," is actually eternal","Jake Brancatella"
"8239459","8240480"," there is nothing","Jake Brancatella"
"8240480","8241080"," eternal","Jake Brancatella"
"8241080","8241959"," besides Allah","Jake Brancatella"
"8241959","8243680"," that is Ibn Taymiyyah's view","Jake Brancatella"
"8245879","8247820"," he also said","Jake Brancatella"
"8247820","8249740"," he also talked about","Jake Brancatella"
"8249740","8251139"," hellfire not being eternal","Jake Brancatella"
"8251139","8252320"," and he was quoting","Jake Brancatella"
"8252320","8253920"," John Hoover","Jake Brancatella"
"8253920","8254780"," and some of these","Jake Brancatella"
"8254780","8256040"," orientalist scholars","Jake Brancatella"
"8256040","8256900"," let's say","Jake Brancatella"
"8256900","8257500"," there's actually","Jake Brancatella"
"8257500","8258360"," difference of opinion","Jake Brancatella"
"8258360","8259320"," on whether or not","Jake Brancatella"
"8259320","8260340"," Ibn Taymiyyah actually","Jake Brancatella"
"8260340","8260959"," held this view","Jake Brancatella"
"8260959","8262059"," but I'm going to give it to Dan","Jake Brancatella"
"8262059","8263000"," I'm going to say","Jake Brancatella"
"8263000","8263799"," that okay","Jake Brancatella"
"8263799","8264980"," for the sake of argument","Jake Brancatella"
"8264980","8266139"," Ibn Taymiyyah","Jake Brancatella"
"8266530","8267320"," actually did","Jake Brancatella"
"8267320","8268400"," hold this view","Jake Brancatella"
"8268400","8270459"," well the difference is","Jake Brancatella"
"8270459","8272139"," what is the evidences","Jake Brancatella"
"8272139","8272940"," and proofs","Jake Brancatella"
"8272940","8273680"," that he used for","Jake Brancatella"
"8273680","8274580"," that was","Jake Brancatella"
"8274580","8275920"," Imam Ibn Taymiyyah","Jake Brancatella"
"8275920","8276420"," someone","Jake Brancatella"
"8276740","8278120"," who had the correct","Jake Brancatella"
"8278120","8278639"," usool","Jake Brancatella"
"8278639","8279459"," according to","Jake Brancatella"
"8279459","8280440"," Ahlus Sunnah","Jake Brancatella"
"8280440","8281299"," the answer is","Jake Brancatella"
"8281299","8281940"," yes","Jake Brancatella"
"8281940","8283240"," did he use","Jake Brancatella"
"8283240","8284340"," outside sources","Jake Brancatella"
"8284780","8285680"," and so called","Jake Brancatella"
"8285680","8286340"," these fake","Jake Brancatella"
"8286340","8287219"," akhli principles","Jake Brancatella"
"8287219","8288160"," to derive","Jake Brancatella"
"8288160","8289219"," and get the answer","Jake Brancatella"
"8289219","8289820"," to these texts","Jake Brancatella"
"8289820","8290520"," no","Jake Brancatella"
"8290520","8292459"," he actually relied","Jake Brancatella"
"8292459","8293459"," on verses","Jake Brancatella"
"8293459","8294139"," of the Quran","Jake Brancatella"
"8294660","8295840"," and I'll give you one","Jake Brancatella"
"8295840","8296620"," as an example","Jake Brancatella"
"8298280","8300059"," let me just go to it here","Jake Brancatella"
"8304559","8305920"," chapter 11","Jake Brancatella"
"8305920","8307559"," verse 107","Jake Brancatella"
"8307559","8308040"," of the Quran","Jake Brancatella"
"8308040","8308639"," which says","Jake Brancatella"
"8308639","8309760"," they will be","Jake Brancatella"
"8309760","8310940"," abiding therein","Jake Brancatella"
"8310940","8312139"," as long as","Jake Brancatella"
"8312139","8313100"," the heavens and earth","Jake Brancatella"
"8313100","8313600"," endure","Jake Brancatella"
"8313600","8314480"," except","Jake Brancatella"
"8314480","8315559"," what your lord","Jake Brancatella"
"8315559","8316240"," should will","Jake Brancatella"
"8316240","8316959"," indeed","Jake Brancatella"
"8316959","8317860"," your lord","Jake Brancatella"
"8317860","8318719"," is an effector","Jake Brancatella"
"8318719","8319740"," of what he intends","Jake Brancatella"
"8319740","8320799"," and if you read","Jake Brancatella"
"8320799","8321559"," the tafsir","Jake Brancatella"
"8321559","8323000"," of Imam At-Tabari","Jake Brancatella"
"8323000","8324080"," you will see","Jake Brancatella"
"8324080","8325040"," that he gives","Jake Brancatella"
"8325040","8326620"," several different positions","Jake Brancatella"
"8326620","8327799"," regarding this","Jake Brancatella"
"8327799","8328299"," okay","Jake Brancatella"
"8328299","8329520"," Imam At-Tabari","Jake Brancatella"
"8329520","8330100"," gives about","Jake Brancatella"
"8330100","8330760"," three or four","Jake Brancatella"
"8330760","8331600"," different positions","Jake Brancatella"
"8331600","8332600"," and he says","Jake Brancatella"
"8332600","8333400"," that his position","Jake Brancatella"
"8333400","8334260"," is that","Jake Brancatella"
"8334260","8335700"," the people","Jake Brancatella"
"8335700","8336940"," who are being","Jake Brancatella"
"8336940","8337920"," taken out","Jake Brancatella"
"8337920","8338500"," of hellfire","Jake Brancatella"
"8338500","8339059"," or whatever","Jake Brancatella"
"8339059","8340020"," that hellfire","Jake Brancatella"
"8340320","8340740"," seemingly","Jake Brancatella"
"8340740","8342080"," not remaining","Jake Brancatella"
"8342080","8342540"," forever","Jake Brancatella"
"8342540","8343980"," except as your lord","Jake Brancatella"
"8343980","8344459"," wills","Jake Brancatella"
"8344459","8346260"," that he does not","Jake Brancatella"
"8346260","8347040"," hold the view","Jake Brancatella"
"8347280","8348299"," of what Dan","Jake Brancatella"
"8348299","8349860"," claims Ibn Taymiyyah","Jake Brancatella"
"8349860","8350120"," is","Jake Brancatella"
"8350120","8350680"," but","Jake Brancatella"
"8350680","8351600"," he recites","Jake Brancatella"
"8352639","8353480"," narrations","Jake Brancatella"
"8353480","8354459"," he recites","Jake Brancatella"
"8354459","8355180"," narrations","Jake Brancatella"
"8355180","8355600"," from","Jake Brancatella"
"8355600","8357000"," and I'll go to it","Jake Brancatella"
"8357000","8357260"," here","Jake Brancatella"
"8357260","8358139"," he says","Jake Brancatella"
"8358139","8359059"," others said","Jake Brancatella"
"8359059","8360299"," that when it says","Jake Brancatella"
"8361200","8362260"," except as your lord","Jake Brancatella"
"8362260","8362760"," wills","Jake Brancatella"
"8362760","8363660"," others said","Jake Brancatella"
"8363660","8364879"," it refers to","Jake Brancatella"
"8364879","8365719"," all people","Jake Brancatella"
"8365719","8366440"," of the fire","Jake Brancatella"
"8366440","8367520"," and everyone in it","Jake Brancatella"
"8367520","8368459"," meaning some","Jake Brancatella"
"8368459","8369340"," from the Salaf","Jake Brancatella"
"8369340","8370320"," held the view","Jake Brancatella"
"8370320","8370940"," according to","Jake Brancatella"
"8370940","8371680"," Imam At-Tabari","Jake Brancatella"
"8371680","8372540"," in his tafsir","Jake Brancatella"
"8372540","8373120"," of the Quran","Jake Brancatella"
"8373120","8374680"," that some of the","Jake Brancatella"
"8374680","8375540"," Salaf held","Jake Brancatella"
"8375540","8377080"," that actually","Jake Brancatella"
"8378000","8378600"," hellfire","Jake Brancatella"
"8378600","8379620"," would come to an end","Jake Brancatella"
"8379620","8380780"," or all of its recipients","Jake Brancatella"
"8381080","8381879"," would no longer","Jake Brancatella"
"8381879","8382540"," be in there","Jake Brancatella"
"8382540","8383540"," he says","Jake Brancatella"
"8384280","8385420"," it was narrated","Jake Brancatella"
"8385420","8386379"," and he brings","Jake Brancatella"
"8386379","8386879"," a narration","Jake Brancatella"
"8386879","8387620"," from actually","Jake Brancatella"
"8387620","8388560"," a companion","Jake Brancatella"
"8388560","8389780"," Ibn Abbas","Jake Brancatella"
"8389780","8391080"," they will not die","Jake Brancatella"
"8391080","8391840"," nor leave","Jake Brancatella"
"8391840","8393300"," it as long as the heavens","Jake Brancatella"
"8393300","8394100"," and the earth endure","Jake Brancatella"
"8394100","8394900"," regarding","Jake Brancatella"
"8394900","8395920"," except as your lord","Jake Brancatella"
"8395920","8396320"," wills","Jake Brancatella"
"8396320","8396880"," he said","Jake Brancatella"
"8396880","8398340"," it is God's exception","Jake Brancatella"
"8398340","8399600"," he commands the fire","Jake Brancatella"
"8399600","8400560"," to consume them","Jake Brancatella"
"8400560","8401780"," meaning that it's","Jake Brancatella"
"8401780","8402560"," an annihilationist","Jake Brancatella"
"8403080","8403300"," view","Jake Brancatella"
"8403300","8404040"," that they all","Jake Brancatella"
"8404560","8405680"," basically get burnt up","Jake Brancatella"
"8405680","8406940"," and Ibn Mas'ud","Jake Brancatella"
"8406940","8407720"," said","Jake Brancatella"
"8407720","8408780"," a time will come","Jake Brancatella"
"8408780","8409580"," upon hell","Jake Brancatella"
"8409580","8410460"," when its gates","Jake Brancatella"
"8410460","8411060"," will creak","Jake Brancatella"
"8411060","8412440"," with no one in it","Jake Brancatella"
"8412440","8413700"," after they have","Jake Brancatella"
"8413700","8414420"," remained there","Jake Brancatella"
"8414420","8415020"," in for ages","Jake Brancatella"
"8415500","8416200"," and again","Jake Brancatella"
"8416200","8416720"," it's mentioned","Jake Brancatella"
"8416720","8417360"," by another","Jake Brancatella"
"8417360","8417820"," companion","Jake Brancatella"
"8417820","8418500"," so there's","Jake Brancatella"
"8418500","8419080"," three different","Jake Brancatella"
"8419080","8419600"," narrations","Jake Brancatella"
"8419600","8420360"," from three","Jake Brancatella"
"8420360","8421200"," different companions","Jake Brancatella"
"8421200","8422080"," from the","Jake Brancatella"
"8422080","8422680"," Tafsir of","Jake Brancatella"
"8422680","8423200"," At-Tabari","Jake Brancatella"
"8423200","8423940"," saying that","Jake Brancatella"
"8423940","8424420"," there are some","Jake Brancatella"
"8424420","8425000"," from the Salaf","Jake Brancatella"
"8425000","8425800"," who held","Jake Brancatella"
"8425800","8426460"," a view","Jake Brancatella"
"8426460","8427040"," which you are","Jake Brancatella"
"8427040","8427740"," attributing to","Jake Brancatella"
"8427740","8428460"," Ibn Taymiyyah","Jake Brancatella"
"8428460","8429680"," that's why","Jake Brancatella"
"8429680","8430460"," there is not","Jake Brancatella"
"8430460","8431320"," ijma'a on this","Jake Brancatella"
"8431320","8432060"," that's why","Jake Brancatella"
"8432060","8432640"," there may be","Jake Brancatella"
"8432640","8433140"," confusion","Jake Brancatella"
"8433140","8434160"," I'm not saying","Jake Brancatella"
"8434160","8434780"," that I hold","Jake Brancatella"
"8434780","8435300"," this view","Jake Brancatella"
"8435300","8436200"," but there's not","Jake Brancatella"
"8436200","8436780"," a consensus","Jake Brancatella"
"8436780","8437340"," on it","Jake Brancatella"
"8437340","8438480"," and there is","Jake Brancatella"
"8438480","8438960"," enough","Jake Brancatella"
"8439780","8440360"," of a","Jake Brancatella"
"8440360","8440680"," shubha","Jake Brancatella"
"8440680","8441860"," to explain","Jake Brancatella"
"8441860","8443180"," why Ibn Taymiyyah","Jake Brancatella"
"8443180","8444000"," may have","Jake Brancatella"
"8444000","8445020"," adopted this","Host"
"8445020","8445260"," view","Host"
"8445260","8446180"," thank you very much","Host"
"8446180","8447140"," awesome","Host"
"8447140","8448140"," Jazakallah khair","Host"
"8448140","8449320"," and now","Host"
"8449320","8450080"," Daniel","Host"
"8450080","8451140"," for","Host"
"8453360","8454500"," your rebuttal","Host"
"8456390","8457710"," yeah so","Daniel Haqiqatjou"
"8457710","8458470"," notice that","Daniel Haqiqatjou"
"8458470","8458930"," Jake","Daniel Haqiqatjou"
"8458930","8459670"," now he's","Daniel Haqiqatjou"
"8459670","8460790"," referring to","Daniel Haqiqatjou"
"8460790","8461190"," oh there's","Daniel Haqiqatjou"
"8461190","8461650"," enough of a","Daniel Haqiqatjou"
"8461650","8462050"," shubha","Daniel Haqiqatjou"
"8462050","8463410"," Ibn Taymiyyah","Daniel Haqiqatjou"
"8463410","8463870"," has enough","Daniel Haqiqatjou"
"8463870","8464470"," of a shubha","Daniel Haqiqatjou"
"8464470","8464930"," like yeah","Daniel Haqiqatjou"
"8464930","8465410"," there's enough","Daniel Haqiqatjou"
"8465410","8465790"," doubt","Daniel Haqiqatjou"
"8466510","8467410"," that he might","Daniel Haqiqatjou"
"8467410","8467910"," have a certain","Daniel Haqiqatjou"
"8467910","8468590"," interpretation","Daniel Haqiqatjou"
"8468590","8469430"," on this","Daniel Haqiqatjou"
"8469430","8470290"," and there are","Daniel Haqiqatjou"
"8470290","8470990"," some reports","Daniel Haqiqatjou"
"8470990","8471630"," there are some","Daniel Haqiqatjou"
"8471630","8472210"," reports that we","Daniel Haqiqatjou"
"8472210","8472690"," can find","Daniel Haqiqatjou"
"8472690","8473210"," so there could","Daniel Haqiqatjou"
"8473210","8474010"," be a way","Daniel Haqiqatjou"
"8474010","8474310"," that we","Daniel Haqiqatjou"
"8474310","8475070"," explain this","Daniel Haqiqatjou"
"8475070","8476130"," so yeah","Daniel Haqiqatjou"
"8476130","8476450"," that's","Daniel Haqiqatjou"
"8476450","8476790"," that's","Daniel Haqiqatjou"
"8476790","8477450"," now you're","Daniel Haqiqatjou"
"8477450","8477930"," in the","Daniel Haqiqatjou"
"8477930","8478610"," that seat","Daniel Haqiqatjou"
"8478610","8478990"," that I","Daniel Haqiqatjou"
"8478990","8479430"," was in","Daniel Haqiqatjou"
"8479430","8479750"," for the","Daniel Haqiqatjou"
"8479750","8480130"," previous","Daniel Haqiqatjou"
"8480790","8481250"," section","Daniel Haqiqatjou"
"8481250","8481530"," of the","Daniel Haqiqatjou"
"8481530","8481830"," debate","Daniel Haqiqatjou"
"8481830","8482590"," now you","Daniel Haqiqatjou"
"8482590","8482710"," have","Daniel Haqiqatjou"
"8482710","8482810"," you have","Daniel Haqiqatjou"
"8482810","8483450"," every kind","Daniel Haqiqatjou"
"8483450","8483630"," of","Daniel Haqiqatjou"
"8483630","8484350"," explanation","Daniel Haqiqatjou"
"8484350","8485630"," rationalization","Daniel Haqiqatjou"
"8485630","8486510"," to","Daniel Haqiqatjou"
"8486510","8487430"," basically","Daniel Haqiqatjou"
"8487430","8489150"," justify how","Daniel Haqiqatjou"
"8489150","8489770"," Ibn Taymiyyah","Daniel Haqiqatjou"
"8489770","8490490"," can hold","Daniel Haqiqatjou"
"8490490","8491530"," what appears","Daniel Haqiqatjou"
"8491530","8491970"," to be","Daniel Haqiqatjou"
"8491970","8492870"," very clearly","Daniel Haqiqatjou"
"8492870","8493610"," clear-cut","Daniel Haqiqatjou"
"8493610","8494170"," kufr that","Daniel Haqiqatjou"
"8494170","8494730"," goes against","Daniel Haqiqatjou"
"8494730","8495230"," the nas","Daniel Haqiqatjou"
"8495230","8495630"," of the","Daniel Haqiqatjou"
"8495630","8495930"," Quran","Daniel Haqiqatjou"
"8495930","8496910"," the","Daniel Haqiqatjou"
"8496910","8497630"," eternality","Daniel Haqiqatjou"
"8497630","8498450"," of hellfire","Daniel Haqiqatjou"
"8498450","8500030"," and that","Daniel Haqiqatjou"
"8500030","8500530"," apparently","Daniel Haqiqatjou"
"8500530","8501650"," is okay","Daniel Haqiqatjou"
"8501650","8502750"," to believe","Daniel Haqiqatjou"
"8502750","8503730"," because","Daniel Haqiqatjou"
"8503730","8504890"," as you","Daniel Haqiqatjou"
"8504890","8505270"," acknowledged","Daniel Haqiqatjou"
"8505270","8506450"," it's possible","Daniel Haqiqatjou"
"8506450","8506850"," that that","Daniel Haqiqatjou"
"8506850","8507250"," was his","Daniel Haqiqatjou"
"8507250","8507690"," position","Daniel Haqiqatjou"
"8507690","8508030"," or at","Daniel Haqiqatjou"
"8508030","8508370"," least that","Daniel Haqiqatjou"
"8508370","8508890"," he believed","Daniel Haqiqatjou"
"8508890","8509510"," is permissible","Daniel Haqiqatjou"
"8509510","8509970"," to hold","Daniel Haqiqatjou"
"8509970","8510210"," that","Daniel Haqiqatjou"
"8510730","8511350"," and yeah","Daniel Haqiqatjou"
"8511350","8511950"," no problem","Daniel Haqiqatjou"
"8511950","8512750"," now we","Daniel Haqiqatjou"
"8512750","8513290"," can now we","Daniel Haqiqatjou"
"8513290","8513570"," can be","Daniel Haqiqatjou"
"8513570","8514250"," apologists","Daniel Haqiqatjou"
"8514250","8515270"," for those","Daniel Haqiqatjou"
"8515270","8515790"," kinds of","Daniel Haqiqatjou"
"8515790","8516190"," views","Daniel Haqiqatjou"
"8516190","8516770"," when it's","Daniel Haqiqatjou"
"8516770","8517410"," Ibn Taymiyyah","Daniel Haqiqatjou"
"8517410","8517770"," but when","Daniel Haqiqatjou"
"8517770","8518150"," it was for","Daniel Haqiqatjou"
"8518150","8518690"," the Ash'aris","Daniel Haqiqatjou"
"8518690","8519090"," when it's","Daniel Haqiqatjou"
"8519090","8519610"," for Razi","Daniel Haqiqatjou"
"8519610","8520170"," when it's","Daniel Haqiqatjou"
"8520610","8521050"," for","Daniel Haqiqatjou"
"8521050","8523510"," al-Ghazali","Daniel Haqiqatjou"
"8523510","8524110"," al-Nawawi","Daniel Haqiqatjou"
"8524110","8524510"," whoever","Daniel Haqiqatjou"
"8525130","8526110"," you just take","Daniel Haqiqatjou"
"8526110","8526610"," the clip","Daniel Haqiqatjou"
"8526610","8527550"," you take the small","Daniel Haqiqatjou"
"8527550","8528210"," little quote","Daniel Haqiqatjou"
"8528210","8529910"," and it is what it is","Daniel Haqiqatjou"
"8529910","8530950"," it is whatever you","Daniel Haqiqatjou"
"8530950","8532030"," interpret it as","Daniel Haqiqatjou"
"8532030","8532490"," when they say","Daniel Haqiqatjou"
"8533050","8533390"," rationality","Daniel Haqiqatjou"
"8533390","8534730"," when Fakhr al-Din al-Razi","Daniel Haqiqatjou"
"8534730","8535850"," says rationality","Daniel Haqiqatjou"
"8535850","8536590"," that means","Daniel Haqiqatjou"
"8536590","8536970"," these","Daniel Haqiqatjou"
"8537610","8538130"," proofs","Daniel Haqiqatjou"
"8538130","8538530"," it means the","Daniel Haqiqatjou"
"8538530","8539550"," contingency argument","Daniel Haqiqatjou"
"8539550","8540330"," it means kalam","Daniel Haqiqatjou"
"8540330","8540670"," whatever","Daniel Haqiqatjou"
"8540670","8541730"," we have to just","Daniel Haqiqatjou"
"8541730","8542230"," accept your","Daniel Haqiqatjou"
"8542230","8542910"," interpretation","Daniel Haqiqatjou"
"8542910","8543950"," this is","Daniel Haqiqatjou"
"8543950","8544570"," polemics","Daniel Haqiqatjou"
"8544570","8545290"," like you're","Daniel Haqiqatjou"
"8545290","8546330"," just engaged","Daniel Haqiqatjou"
"8546330","8546910"," in a kind","Daniel Haqiqatjou"
"8546910","8547470"," of cheap","Daniel Haqiqatjou"
"8547470","8548190"," polemical","Daniel Haqiqatjou"
"8548190","8549050"," exercise","Daniel Haqiqatjou"
"8549770","8550530"," and you know","Daniel Haqiqatjou"
"8550530","8551010"," this is very","Daniel Haqiqatjou"
"8551010","8551550"," clear from","Daniel Haqiqatjou"
"8551550","8552110"," the quote","Daniel Haqiqatjou"
"8552110","8553270"," of Ibn Hanbal","Daniel Haqiqatjou"
